rule,file,line,col,severity,message,suggestion,filter_reason
R04,programs/pkey/gen_key.c,424,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,425,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,473,4,high,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R01,programs/pkey/key_app.c,25,0,medium,Hardcoded key/buffer size macro 'MODE_PRIVATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,programs/pkey/key_app.c,26,0,medium,Hardcoded key/buffer size macro 'MODE_PUBLIC' value (2) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R04,programs/pkey/key_app.c,95,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app.c,96,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app.c,100,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app.c,109,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R02,programs/pkey/key_app.c,266,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/key_app.c,269,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/key_app.c,316,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/key_app.c,319,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R04,programs/pkey/key_app.c,359,4,high,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R01,programs/pkey/key_app_writer.c,61,0,medium,Hardcoded key/buffer size macro 'MODE_PRIVATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,programs/pkey/key_app_writer.c,62,0,medium,Hardcoded key/buffer size macro 'MODE_PUBLIC' value (2) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,programs/pkey/key_app_writer.c,65,0,medium,Hardcoded key/buffer size macro 'OUTPUT_MODE_PRIVATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,programs/pkey/key_app_writer.c,66,0,medium,Hardcoded key/buffer size macro 'OUTPUT_MODE_PUBLIC' value (2) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,215,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,216,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,220,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,229,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R02,programs/pkey/key_app_writer.c,382,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/key_app_writer.c,385,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,391,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,392,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,393,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,394,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,395,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,396,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,397,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,398,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R02,programs/pkey/key_app_writer.c,434,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/key_app_writer.c,437,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,442,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,443,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/key_app_writer.c,490,4,high,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/mpi_demo.c,56,4,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/pk_decrypt.c,140,4,high,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/pk_encrypt.c,141,4,high,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/pk_sign.c,141,4,high,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/pk_verify.c,115,4,high,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R02,programs/pkey/rsa_decrypt.c,86,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_decrypt.c,107,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_decrypt.c,113,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_decrypt.c,136,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_encrypt.c,79,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_encrypt.c,94,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_genkey.c,72,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_genkey.c,81,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_genkey.c,87,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_genkey.c,101,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_sign.c,63,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_sign.c,83,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_sign.c,89,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_sign.c,97,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_sign.c,117,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_sign_pss.c,94,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/rsa_sign_pss.c,99,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
